aaiershibingbian,阿埃二氏病变
danzhixiaoyaopian,丹栀逍遥片
danzhixiaoyaopianbomoyi,丹栀逍遥片薄膜衣
danzhixiaoyaosan,丹栀逍遥散
danzhixiaoyaowan,丹枝逍遥丸
danzhixiaoyaowan,丹栀逍遥丸
danzhixingfumoyan,胆汁性腹膜炎
danzhixingganyingbian,胆汁性肝硬变
danzhixingganyinghua,胆汁性肝硬化
danzhixingoutu,胆汁性呕吐
danzhixingsaoyang,胆汁性瘙痒
danzhixingxiongmoyan,胆汁性胸膜炎
danzhixuezheng,氮质血症
danzhiyansuanhuangliansu,胆汁盐酸黄连素
danzhiyuji,胆汁淤积
danzhiyujixingbingduxingganyan,胆汁淤积型病毒性肝炎
danzhiyujixingganyan,胆汁淤积型肝炎
danzhiyujixingganyan,胆汁郁积性肝炎
danzhiyujixinghuangdan,胆汁郁积性黄疸
danzhiyujizheng,胆汁郁积症
danzhongjieguxujinpian,丹中接骨续筋片
danzhongzhiketangjiang,丹中止咳糖浆
danzhouguanjie,单轴关节
danzhuye,淡竹叶
danzhuangbingdu,弹状病毒
danzhuosiliranseti,单着丝粒染色体
danzhuositing,氮卓斯汀
danzhuositingbipenji,氮卓斯汀鼻喷剂
danzongguanbinghaiqiechushu,胆总管病害切除术
danzongguancanyujieshi,胆总管残余结石
danzongguanchengxingshu,胆总管成形术
danzongguandanchunfengheshu,胆总管单纯缝合术
danzongguanduanduanwenheshu,胆总管端端吻合术
danzongguanexingzhongliu,胆总管恶性肿瘤
danzongguanganzongguannangzhong,胆总管肝总管囊肿
danzongguangengzu,胆总管梗阻
danzongguanjifaxingexingzhongliu,胆总管继发性恶性肿瘤
danzongguanjieshi,胆总管结石
danzongguanjieshibing,胆总管结石病
danzongguanjingluan,胆总管痉挛
danzongguankongchanglushi,胆总管空肠鲁氏
danzongguankongchangneiyinliu,胆总管空肠内引流
danzongguankongchangwenheshu,胆总管空肠吻合术
danzongguankuozhang,胆总管扩张
danzongguankuozhangshu,胆总管扩张术
danzongguanlouxiubushu,胆总管瘘修补术
danzongguannangzhong,胆总管囊肿
danzongguannangzhongqiechushu,胆总管囊肿切除术
danzongguannangzhongwaiyinliushu,胆总管囊肿外引流术
danzongguanqiechushu,胆总管切除术
danzongguanqiekaiquhuichong,胆总管切开取蛔虫
danzongguanqiekaiqushishu,胆总管切开取石术
danzongguanqiekaishu,胆总管切开术
danzongguanqiekaiyinliushu,胆总管切开引流术
danzongguansunshang,胆总管损伤
danzongguantancha,胆总管探查
danzongguantanchaguanyinliushu,胆总管探查管引流术
danzongguantanchashu,胆总管探查术
danzongguanweiwenheshu,胆总管胃吻合术
danzongguanxirou,胆总管息肉
danzongguanxiaduanbisuo,胆总管下端闭锁
danzongguanxiazhai,胆总管狭窄
danzongguanyan,胆总管炎
danzongguanzaokoushu,胆总管造口术
danzongguanzaoying,胆总管造影
danzongguanzhanlian,胆总管粘连
danzongguanzouxing,胆总管走行
danzongguanzuse,胆总管阻塞
danzuojiukuzhixin,但作救苦之心
dangdilingchongji,荡涤灵冲剂
dangdilingkeli,荡涤灵颗粒
dangfeiliganning,当飞利肝宁
dangfeiliganningjiaonang,当飞利肝宁胶囊
dangfeiliganningpian,当飞利肝宁片
dangfucunkou,当复寸口
dangguibuxue,当归补血
dangguibuxuejiaonang,当归补血胶囊
dangguibuxuekeli,当归补血颗粒
dangguibuxuekoufuye,当归补血口服液
dangguibuxuetang,当归补血汤
dangguibuxuewan,当归补血丸
dangguibuxuewanshuimiwan,当归补血丸水蜜丸
dangguichuanlianshuijianfu,当归川楝水煎服
dangguidihuangwan,当归地黄丸
dangguidiaojingkeli,当归凋经颗粒
dangguifutongningdiwan,当归腹痛宁滴丸
dangguihonghuading,当归红花酊
dangguihongzaokeli,当归红枣颗粒
dangguihongzaokeli,当归红栆颗粒
dangguihuangjing,当归黄精
dangguihuangjinggao,当归黄精膏
dangguijisheng,当归寄生
dangguijishengzhusheye,当归寄生注射液
dangguijixuetengtang,当归鸡血藤汤
dangguijianzhongtang,当归建中汤
dangguijingaopian,当归浸膏片
dangguijingaopiantangyi,当归浸膏片糖衣
dangguikushen,当归苦参
dangguikushenwan,当归苦参丸
dangguiliuhuangerdihuang,当归六黄二地黄
dangguiliuhuangtang,当归六黄汤
dangguiliujingao,当归流浸膏
dangguilonghui,当归龙荟
dangguilonghuipian,当归龙荟片
dangguilonghuiwan,当归龙荟丸
dangguinanzao,当归南枣
dangguinanzaokeli,当归南枣颗粒
dangguinanzaopian,当归南枣片
dangguiniantong,当归拈痛
dangguiniantongkeli,当归拈痛颗粒
dangguiniantongkoufuye,当归拈痛口服液
dangguiniantongtang,当归拈痛汤
dangguiniantongwan,当归拈痛丸
dangguinongsuowan,当归浓缩丸
dangguisan,当归散
dangguishaoyao,当归芍药
dangguishaoyaokeli,当归芍药颗粒
dangguishaoyaosan,当归芍药散
dangguishengjiangyangroutang,当归生姜羊肉汤
dangguishuganchaji,当归疏肝茶剂
dangguisinitang,当归四逆汤
dangguitiaojing,当归调经
dangguitiaojingkeli,当归调经颗粒
dangguiyangxue,当归养血
dangguiyangxuekoufuye,当归养血口服液
dangguiyangxuewan,当归养血丸
dangguiyixue,当归益血
dangguiyixuegao,当归益血膏
dangguiyinzi,当归饮子
dangkeershizonghezheng,当克二氏综合症
dangliangdinglv,当量定律
dangliangxishouhoudu,当量吸收厚度
dangluosizonghezheng,当洛斯综合征
dangpingmaibian,当凭脉变
dangqianjia,当前甲
dangshenbaizhuwan,党参白术丸
dangshenchao,党参炒
dangshenguben,党参固本
dangshengubenwan,党参固本丸
dangshenjianpiwan,党参健脾丸
dangshenlizhongwan,党参理中丸
dangshenyangrong,党参养荣
dangshenyangrongwan,党参养荣丸
dangshenyong,当慎用
dangshipiantangyi,荡石片糖衣
dangyueshizhong,当月实种
dangyueyingzhong,当月应种
daoaixiaobingdu,稻矮小病毒
daochisan,导赤散
daochishengdiyumutong,导赤生地与木通
daochiwandamiwan,导赤丸大蜜丸
daochufenshu,导出分数
daochushilvboqi,导出式滤波器
daochuanfanying,氘氚反应
daochuanzhongzifashengqi,氘氚中子发生器
daodaifubingansuan,氘代氟丙氨酸
daodeershibing,道德二氏病
daodeershiyichang,道德二氏异常
daodegesiershibing,道德戈斯二氏病
daodegesiershiyichang,道德戈斯二氏异常
daodeliangnan,道德两难
daodouke,刀豆壳
daofanzhuanyi,倒翻转移
daofangguanneirutouzhuangliu,导房管内乳头状瘤
daogelasixianwojiehebing,道格拉斯陷窝结核病
daogoukahuan,倒钩卡环
daogouxingqiekou,倒钩形切口
daoguancharushu,导管插入术
daoguancharushuhouniaodaoxiazhai,导管插入术后尿道狭窄
daoguanchuansongxitong,导管传送系统
daoguanfayanguguanchuizhang,导管法咽鼓管吹张
daoguanhutaodaoruqijitaojian,导管护套导入器及套件
daoguanneirutouzhuangliu,导管内乳头状瘤
daoguanneirutouzhuangliubing,导管内乳头状瘤病
daoguanrutouzhuangliu,导管乳头状瘤
daoguanxianai,导管腺癌
daoguanxueguanneichaoshengdaoguan,导管血管内超声导管
daoguanzhuangdingmihanxianxianliu,导管状顶泌汗腺腺瘤
daohengershidinglv,道亨二氏定律
daojiejuanmaobing,倒睫卷毛病
daokoucao,倒扣草
daolindeershibing,道林德二氏病
daolindeershiyichang,道林德二氏异常
daolindegesiershibing,道林德戈斯二氏病
daolindegesiershiyichang,道林德戈斯二氏异常
daoluanyewujiacan,倒卵叶五加参
daonongpiyan,稻农皮炎
daonongpiyandaotianpiyan,稻农皮炎稻田皮炎
daoqikeli,导气颗粒
daoqitang,导气汤
daosenbaohantixingnaoyan,道森包涵体性脑炎
daosheganrao,倒摄干扰
daosheyizhi,倒摄抑制
daoshuiguankuozhangshu,导水管扩张术
daoshuiguanxiazhai,导水管狭窄
daoshuiguanzhanliansongjieshu,导水管粘连松解术
daoshuiguanzhouweihuizhi,导水管周围灰质
daoshuoshifei,道说是非
daosiershishiyan,道斯二氏试验
daositiaojieqi,导丝调节器
daoxiangchen,稻香陈
daoxiangershidinglv,道享二氏定律
daoxuexianxiang,盗血现象
daoyindaoguan,导引导管
daoyindaosi,导引导丝
daozhigenyuan,道之根源
daozhiliaoshu,刀治疗术
daozhixianweijing,倒置显微镜
daozhixingmaonangjiaohuabing,倒置性毛囊角化病
daozhixingneizizhuipi,倒置性内眦赘皮
daozhizusheng,倒置阻生
daozhuanhebingtunweiqianyin,倒转合并臀位牵引
daozhuangjinmoban,岛状筋膜瓣
daozhuangpiban,岛状皮瓣
daozhuangpibanyizhishu,岛状皮瓣移植术
daozhuangpibanzhuanyishu,岛状皮瓣转移术
deabokasishizonghezheng,德阿伯卡四氏综合症
debaidanbai,锝白蛋白
debaidanbaijiao,锝白蛋白胶
debaisheleershifa,德拜舍勒二氏法
debaixiersichaoshengchengxiang,德拜席尔斯超声成像
debaixiukeerershifangchengshi,德拜休克耳二氏方程式
debeiershijiashuo,德贝二氏假说
debuleipalafukangyuanfanying,德布雷帕拉夫抗原反应
dedeluotetesanshizonghezheng,德德洛特特三氏综合症
dedeteketesanshizonghezheng,德德特克特三氏综合症
dedetesanshizonghezheng,德德特三氏综合症
dedisuobenning,锝地索苯宁
deduershimazui,德杜二氏麻醉
deduhonghuaqiwei,德都红花七味
deduhonghuaqiweisan,德都红花七味散
deduhonghuaqiweiwan,德都红花七味丸
deerfuxing,得尔夫星
deerfuzheng,得尔夫正
deerjiabenshuangsuan,锝二甲苯双酸
deerqiujidingersuan,锝二巯基丁二酸
deerqiujihuposuan,锝二巯基琥珀酸
deeryiji,锝二乙基
deeryijiyaanjieryisuan,锝二乙基亚氨基二乙酸
defanershizonghezheng,德范二氏综合症
defannijin,得凡尼金
defeiershizonghezheng,德菲二氏综合症
defozhashibinghongtaixuan,德佛扎氏病红苔癣
defuershishiyan,德福二氏试验
defulaisichouyangqi,德弗莱斯臭氧器
defutong,得复通
degaodesuanna,锝高锝酸钠
degaodesuanyan,锝高锝酸盐
degesidetesanshizonghezheng,德戈斯德特三氏综合症
deguoweibizhi,德国胃必治
dehatezonghezheng,德哈特综合征
dehaiershichanketingzhenqi,德海二氏产科听诊器
dehuqiusuan,锝琥巯酸
dejixintong,德济新通
dejiayangjiyidingjiyijing,锝甲氧基异丁基异腈
dejiaolinsuanyan,锝焦磷酸盐
dejiaozhiliu,锝胶志硫
dejujibaidanbai,锝聚集白蛋白
dekaershizonghezheng,德卡二氏综合症
dekangershipeiyangji,德康二氏培养基
dekangershiqiongzhi,德康二氏琼脂
dekesasixuehongdanbai,得克萨斯血红蛋白
dekuierwanbing,德奎尔万病
dekuierwanzonghezhengxing,德奎尔万综合症型
delangrezonghezheng,德朗热综合征
deleisilezonghezheng,德雷斯勒综合症
deliduobenning,锝利多苯宁
delierxin,得力尔欣
delikuiyang,德里溃疡
delishengzhusheye,得力生注射液
deliujiajibingerjianwo,锝六甲基丙二基胺肟
demeiluosuanyan,锝美罗酸盐
demeitongchangrongjiaonang,得每通肠溶胶囊
demoershishoushu,德摩二氏手术
demoxiaizonghezhengxing,德摩西埃综合症型
depulima,得普利麻
deqiaozhixuliezheng,德乔治序列征
derelinaluxizonghezheng,德热里纳鲁西综合症
derelinasuotaershisibing,德热里纳索塔二氏斯病
derelinasuotasishenjingyan,德热里纳索塔斯神经炎
derelinatuomasi,德热里纳托马斯
desaiershizonghezheng,德塞二氏综合症
deshenghuayuan,得胜花园
deshengjiaonang,得生胶囊
deshengjingangganmaopian,德胜金钢感冒片
deshiershidaoguan,德史二氏导管
desiershi,德斯二氏
detelier,德特利尔
detuonixikasanshizonghezheng,德托尼西卡三氏综合症
dewaergupaoshiyangheqi,德瓦尔鼓泡式氧合器
deweikeshibing,德维克氏病
dewoershiwenhejia,德沃二氏吻合夹
dewuyisuanyan,锝五乙酸盐
dexikafeisanshizonghezheng,德西卡非三氏综合症
dexikasanshizonghezheng,德西卡三氏综合症
deyalansuotasibing,德雅兰索塔斯病
deyishameiwo,锝依沙美肟
deyuxinlixue,德育心理学
dengbaoziqiuchongbingqiuchongbing,等孢子球虫病球虫病
dengbiranseti,等臂染色体
dengboershishiyan,邓伯二氏试验
dengboershizheng,邓伯二氏征
dengchangshousuo,等长收缩
dengdiandianjujiao,等电点聚焦
dengdiandianjujiaodianyong,等电点聚焦电泳
dengdouchuangbing,登豆疮病
dengfenliantishuangtaifenlishu,等份联体双胎分离术
dengfensuilijing,等粉碎粒径
dengfengshiweichangbingzhuanke,登封市胃肠病专科
dengfuzhongpindianliaofa,等幅中频电疗法
dengganshouxingquxian,等感受性曲线
denggaoquxian,等高曲线
denggechuxuere,登革出血热
denggerebingdu,登革热病毒
denggerexingbingdu,登革热型病毒
denggerexingbingdujianduyimiao,登革热型病毒减毒疫苗
denggerexinghuangbingdu,登革热型黄病毒
denggexingbingdu,登革型病毒
denggubufenqiechu,镫骨部分切除
dengguchongjianshu,镫骨重建术
denggudi,镫骨底
denggujifansheshuaijianshiyan,镫骨肌反射衰减试验
denggujiaoqiekaishu,镫骨脚切开术
dengguqiechubanzhihuanshu,镫骨切除伴置换术
dengguqiechushu,镫骨切除术
dengguqiechuxiuzhengshu,镫骨切除修正术
denggushoushu,镫骨手术
denggusongdongshu,镫骨松动术
dengguzhihuan,镫骨置换
dengjidongwu,登记动物
dengjubianliang,等距变量
dengjuliangbiao,等距量表
dengkeershifa,登克二氏法
dengkenduochongfanweijianyan,邓肯多重范围检验
dengkenhatelitunshu,邓肯哈特利豚鼠
denglizipentugugubing,等离子喷涂股骨柄
denglizitidao,等离子体刀
dengmudahemulin,登木达赫木林
dengnengguangpu,等能光谱
dengrongshousuoqi,等容收缩期
dengrongshuzhangqi,等容舒张期
dengshenrongye,等渗溶液
dengshenshengliyanshui,等渗生理盐水
dengshibaiguanggushuzhi,登士柏光固树脂
dengshibaishuzhi,登士柏树脂
dengshixian,等视线
dengshiyuanli,等势原理
dengshuaranseti,灯刷染色体
dengsiershipeiyangji,邓斯二氏培养基
dengsujiliceding,等速肌力测定
dengsujilixunlian,等速肌力训练
dengtaixixin,灯台细辛
dengtaiye,灯台叶
dengtaiyekeli,灯台叶颗粒
dengtaiyepian,灯台叶片
dengtaiyepianbomoyi,灯台叶片薄膜衣
dengweijiyin,等位基因
dengweijiyinliansuofenxi,等位基因连锁分析
dengweipianduan,等位片段
dengweiransedantiduanlie,等位染色单体断裂
dengweiransedantiqueshi,等位染色单体缺失
dengxincao,灯心草
dengxinzhixue,灯心止血
dengxinzhixuetangjiang,灯心止血糖浆
dengyinnaotong,灯银脑通
dengyinnaotongjiaonang,灯银脑通胶囊
dengzhandilong,灯盏地龙
dengzhandilongjiaonang,灯盏地龙胶囊
dengzhanhuadiwan,灯盏花滴丸
dengzhanhuakeli,灯盏花颗粒
dengzhanhuasu,灯盏花素
dengzhanhuasulvhuanazhusheye,灯盏花素氯化钠注射液
dengzhanhuasupian,灯盏花素片
dengzhanhuasupianbomoyi,灯盏花素片薄膜衣
dengzhanhuasuputaotangzhusheye,灯盏花素葡萄糖注射液
dengzhanhuasuzhusheye,灯盏花素注射液
dengzhanhuazhusheye,灯盏花注射液
dengzhanshengmai,灯盏生脉
dengzhanshengmaijiaonang,灯盏生脉胶囊
dengzhanxixin,灯盏细辛
dengzhanxixinjiaonang,灯盏细辛胶囊
dengzhanxixinjingao,灯盏细辛浸膏
dengzhanxixinkoufuye,灯盏细辛口服液
dengzhanxixinzhusheye,灯盏细辛注射液
dengzhangdengrongduanzanshangxian,等张等容短暂上限
dengzhangrongye,等张溶液
dengzhangshousuo,等张收缩
dengzhangxingdiyangxuezheng,等张性低氧血症
dengzhifuben,等值复本
diaierbuershimabi,迪埃尔布二氏麻痹
diaiershimabi,迪埃二氏麻痹
diailuowei,迪艾洛维
diailuowei,迪艾络维
dianjisuanxuezheng,低氨基酸血症
diaoningdiyanye,狄奥宁滴眼液
diaosiming,地奥司明
diaosimingbomoyipian,地奥司明薄膜衣片
diaosimingpian,地奥司明片
diaosimingpianbomoyi,地奥司明片薄膜衣
diaoxinxuekang,地奥心血康
diaoxinxuekangjiaonang,地奥心血康胶囊
diaoxinxuekangkeli,地奥心血康颗粒
diaoxinxuekangkoufuye,地奥心血康口服液
diaoxinxuekangpian,地奥心血康片
diaoxinxuekangruangao,地奥心血康软膏
diaoxinxuekangruanjiaonang,地奥心血康软胶囊
dibayinzikangtixingcheng,第八因子抗体形成
dibazuo,地巴唑
dibazuodiyanye,地巴唑滴眼液
dibazuopian,地巴唑片
dibaidanbaixuezheng,低白蛋白血症
dibanxiaoying,地板效应
dibeikaxing,地贝卡星
dibenbingansuanshuijiedanbai,低苯丙氨酸水解蛋白
dibiyeriweiershizonghezheng,蒂比耶日魏二氏综合症
dibiyongannaijinrongyepian,滴鼻用安乃近溶液片
dibizhongniao,低比重尿
dibindubinyuehanxunzonghezheng,迪宾杜宾约翰逊综合症
dibingzhongqiudanbaixuezheng,低丙种球蛋白血症
dibopuweila,狄波普维拉
diboxiuan,地泊溴铵
dibuershizonghezheng,迪布二氏综合症
dibuguanjielaosun,骶部关节劳损
dibujisuisunshang,骶部脊髓损伤
dibujizhuliebannaojishui,骶部脊柱裂伴脑积水
dibujizhuliebanyounaojishui,骶部脊柱裂伴有脑积水
dibujizhuliebubannaojishui,骶部脊柱裂不伴脑积水
dibujiedizuzhiliangxingzhongliu,骶部结缔组织良性肿瘤
dibulaikefanershizonghezheng,迪布莱克范二氏综合症
diburong,地不容
dibusuanna,地布酸钠
dichangertong,低常儿童
dichongjingweishengshuan,滴虫净卫生栓
dichongmeijunxingbingjianyan,滴虫霉菌性病检验
dichongxingbaopiguitouyan,滴虫性包皮龟头炎
dichongxingbaopiyinjingtouyan,滴虫性包皮阴茎头炎
dichongxingniaodaopangguangyan,滴虫性尿道膀胱炎
dichongxingniaodaoyan,滴虫性尿道炎
dichongxingqianliexianyan,滴虫性前列腺炎
dichongxingyindaoyan,滴虫性阴道炎
didanbaixingyingyangbuliang,低蛋白性营养不良
didanbaixuezheng,低蛋白血症
didancao,地胆草
didanguchunxuezheng,低胆固醇血症
didangtang,抵挡汤
diditiyiwaizhongdu,滴滴涕意外中毒
didiweizhongduyuanyinbuming,敌敌畏中毒原因不明
didiweizisha,敌敌畏自杀
didianxingjiazhuangxianzhong,低碘性甲状腺肿
didingsanweitangsan,地丁三味汤散
didongcangao,地冬参膏
didonglixingxiuke,低动力型休克
diduyixingzengsheng,低度异型增生
diduinaoshenjing,第对脑神经
diduinaoshenjingfuhe,第对脑神经副核
diduinaoshenjingmabi,第对脑神经麻痹
dieerdingyiwaizhongdu,迪厄耳丁意外中毒
dielafuwakuiyang,迪厄拉富瓦溃疡
dienbingan,地恩丙胺
dienfen,地蒽酚
dienfenruangao,地蒽酚软膏
dienweibudidingfa,迪恩韦布滴定法
dienweibufa,迪恩韦布法
diercao,地耳草
diercaotianjihuang,地耳草田基黄
dierchanchengyanchang,第二产程延长
dierchujiao,第二触角
dierdaizazhong,第二代杂种
dierdaizhiji,第二代制剂
dierfajiangfa,第二法桨法
dierfangjiankong,第二房间孔
dierganmen,第二肝门
diergexiazhai,第二个狭窄
dierhuicong,迪儿慧聪
dierjishenjingyuan,第二级神经元
dierjingzhuiguzhe,第二颈椎骨折
dierkangxin,迪尔康欣
dierkongfangjiangequesun,第二孔房间隔缺损
dierleijingshenyaopin,第二类精神药品
dierliuaozhuo,地尔硫艹卓
dierliuzhuo,地尔硫卓
dierliuzhuo,地尔硫桌
dierliuzhuohuanshijiaonang,地尔硫卓缓释胶囊
dierliuzhuohuanshiweiwan,地尔硫卓缓释微丸
dierliuzhuopian,地尔硫卓片
diersiadeerfanying,狄尔斯阿德耳反应
dierxikang,迪尔希康
dierxinhaoxitong,第二信号系统
dierxinshi,第二信使
dierxingzhengfayubuquan,第二性征发育不全
dieryaozhuiti,第二腰椎体
dieryaozhuitishangyuan,第二腰椎体上缘
dierzhifeng,第二指缝
dierzhifengxian,第二指缝线
dierzhiguguruangubing,第二跖骨骨软骨病
dierzhigutouxiuzhengchengxingshu,第二跖骨头修整成形术
dierzhoukechiruanshi,第二周可吃软食
difamingpiantangyi,递法明片糖衣
difanershizonghezheng,迪范二氏综合症
difangbingfangzhi,地方病防治
difangbingke,地方病科
difangbingxue,地方病学
difangxingbanzhenshanghan,地方性斑疹伤寒
difangxingfubing,地方性氟病
difangxingfuzhongdu,地方性氟中毒
difangxingfuzhongdubing,地方性氟中毒病
difangxinghongban,地方性红斑
difangxinghuiguire,地方性回归热
difangxingjiazhuangxianzhong,地方性甲状腺肿
difangxingjianzhixingshenbing,地方性间质性肾病
difangxingketingbing,地方性克汀病
difangxingliuxing,地方性流行
difangxingmeidu,地方性梅毒
difangxingshenzhongdu,地方性砷中毒
difangxingxinjibing,地方性心肌病
